Mode,Month,State,Load Port,Species,End Use,Country, Quantity ,Year
Sea,Dec,NT,Darwin,Buffalo,Slaughter,Vietnam, 106 ,2018
Sea,Dec,WA,Fremantle,Cattle,Slaughter,China," 1,477 ",2018
Air,Dec,NSW,Sydney,Goats,Breeder,Vietnam, 80 ,2018
Air,Dec,NSW,Sydney,Sheep,Slaughter,Malaysia, 490 ,2018
Sea,Dec,WA,Fremantle,Cattle,Feeder,Israel," 4,391 ",2018
Sea,Dec,WA,Fremantle,Sheep,Breeder,Israel, 10 ,2018
Sea,Dec,WA,Fremantle,Sheep,Feeder,Israel," 7,650 ",2018
Sea,Dec,NT,Darwin,Cattle,Productive,Indonesia," 1,408 ",2018
Air,Dec,NSW,Sydney,Cattle,Breeder,Taiwan, 113 ,2018
Sea,Dec,WA,Fremantle,Cattle,Slaughter,Vietnam," 5,682 ",2018
Sea,Dec,WA,Broome,Cattle,Feeder,Vietnam," 1,892 ",2018
Air,Dec,NSW,Sydney,Goats,Slaughter,Malaysia, 701 ,2018
Sea,Dec,QLD,Alma,Cattle,Slaughter,China," 2,199 ",2018
Sea,Dec,VIC,Portland,Cattle,Slaughter,China," 2,405 ",2018
Air,Dec,VIC,Melbourne,Cattle,Breeder,Taiwan, 195 ,2018
Air,Dec,VIC,Melbourne,Sheep,Breeder,New Zealand, 5 ,2018
Sea,Dec,QLD,Brisbane,Cattle,Feeder,Japan," 1,410 ",2018
Air,Dec,NSW,Sydney,Alpacas,Breeder,South Korea, 24 ,2018
Sea,Jan,NT,Darwin,Buffalo,Slaughter,Vietnam, 246 ,2019
Sea,Jan,NT,Darwin,Cattle,Feeder,Vietnam," 2,775 ",2019
Sea,Jan,NT,Darwin,Cattle,Slaughter,Vietnam," 2,563 ",2019
Sea,Jan,WA,Fremantle,Cattle,Slaughter,China," 3,495 ",2019
Sea,Jan,NT,Darwin,Buffalo,Feeder,Indonesia, 167 ,2019
Air,Jan,NSW,Sydney,Goats,Breeder,Nepal, 24 ,2019
Air,Jan,VIC,Melbourne,Cattle,Breeder,Thailand, 4 ,2019
Air,Jan,VIC,Melbourne,Sheep,Breeder,Thailand, 51 ,2019
Air,Jan,VIC,Melbourne,Goats,Breeder,Thailand, 3 ,2019
Air,Jan,VIC,Melbourne,Cattle,Breeder,Japan, 335 ,2019
Air,Jan,NSW,Sydney,Sheep,Slaughter,Malaysia, 397 ,2019
Air,Jan,QLD,Brisbane,Goats,Breeder,Nepal, 6 ,2019
Sea,Jan,VIC,Portland,Cattle,Breeder,Oman," 1,600 ",2019
Sea,Jan,VIC,Portland,Cattle,Breeder,Pakistan," 2,420 ",2019
Sea,Jan,WA,Fremantle,Cattle,Slaughter,Vietnam," 4,877 ",2019
Air,Jan,VIC,Melbourne,Cattle,Breeder,Taiwan, 199 ,2019
Sea,Jan,QLD,Townsville,Cattle,Feeder,Indonesia," 12,130 ",2019
Sea,Jan,WA,Fremantle,Cattle,Slaughter,Kuwait, 72 ,2019
Sea,Jan,WA,Fremantle,Cattle,Slaughter,Qatar, 104 ,2019
Sea,Jan,WA,Fremantle,Sheep,Slaughter,Qatar," 40,000 ",2019
Sea,Jan,WA,Fremantle,Sheep,Slaughter,Kuwait," 24,548 ",2019
Sea,Jan,VIC,Portland,Cattle,Breeder,Oman," 1,800 ",2019
Sea,Jan,VIC,Portland,Cattle,Breeder,United Arab Emirates," 1,670 ",2019
Sea,Jan,QLD,Townsville,Cattle,Slaughter,Vietnam," 4,421 ",2019
Sea,Jan,WA,Fremantle,Cattle,Feeder,Indonesia," 9,243 ",2019
Air,Jan,VIC,Melbourne,Goats,Breeder,China, 303 ,2019
Air,Jan,VIC,Melbourne,Sheep,Breeder,China, 724 ,2019
Air,Jan,SA,Adelaide,Cattle,Slaughter,Malaysia, 27 ,2019
Air,Jan,SA,Adelaide,Sheep,Slaughter,Malaysia, 924 ,2019
Air,Jan,SA,Adelaide,Goats,Slaughter,Malaysia," 1,492 ",2019
Air,Jan,NSW,Sydney,Sheep,Breeder,New Zealand, 47 ,2019
Air,Jan,NSW,Sydney,Goats,Breeder,Sarawak, 391 ,2019
Air,Jan,NSW,Sydney,Sheep,Breeder,Sarawak, 112 ,2019
Sea,Jan,WA,Fremantle,Sheep,Slaughter,Jordan," 21,050 ",2019
Sea,Jan,WA,Fremantle,Sheep,Feeder,Israel," 21,715 ",2019
Sea,Jan,WA,Fremantle,Cattle,Feeder,Israel," 15,881 ",2019
Sea,Jan,QLD,Brisbane,Cattle,Feeder,Japan," 1,350 ",2019
Sea,Jan,NT,Darwin,Cattle,Feeder,Indonesia," 21,241 ",2019
Air,Feb,NSW,Sydney,Cattle,Breeder,Sarawak, 30 ,2019
Air,Feb,NSW,Sydney,Goats,Slaughter,Malaysia, 353 ,2019
Air,Feb,NSW,Sydney,Sheep,Slaughter,Malaysia," 1,422 ",2019
Sea,Feb,NT,Darwin,Cattle,Feeder,Indonesia," 25,664 ",2019
Sea,Feb,WA,Fremantle,Sheep,Slaughter,Kuwait," 45,671 ",2019
Sea,Feb,WA,Fremantle,Cattle,Slaughter,Kuwait, 144 ,2019
Sea,Feb,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 11,955 ",2019
Sea,Feb,WA,Fremantle,Cattle,Slaughter,United Arab Emirates, 64 ,2019
Sea,Feb,WA,Fremantle,Sheep,Feeder,Qatar," 40,000 ",2019
Sea,Feb,WA,Fremantle,Cattle,Slaughter,Qatar, 207 ,2019
Sea,Feb,WA,Fremantle,Sheep,Feeder,Israel," 5,004 ",2019
Sea,Feb,WA,Fremantle,Cattle,Feeder,Israel," 2,649 ",2019
Sea,Feb,NT,Darwin,Cattle,Slaughter,Vietnam," 5,315 ",2019
Sea,Feb,NT,Darwin,Buffalo,Feeder,Indonesia, 204 ,2019
Sea,Feb,NT,Darwin,Cattle,Feeder,Philippines," 1,563 ",2019
Sea,Feb,WA,Port Hedland,Cattle,Feeder,Indonesia," 3,552 ",2019
Air,Feb,NSW,Sydney,Goats,Breeder,Indonesia, 30 ,2019
Sea,Feb,QLD,Alma,Cattle,Feeder,Indonesia," 5,517 ",2019
Air,Feb,NSW,Sydney,Cattle,Breeder,Malaysia, 63 ,2019
Air,Feb,NSW,Sydney,Sheep,Breeder,Indonesia, 23 ,2019
Sea,Feb,VIC,Portland,Cattle,Feeder,Russia," 13,696 ",2019
Sea,Feb,VIC,Portland,Sheep,Feeder,Russia," 2,650 ",2019
Sea,Feb,QLD,Townsville,Cattle,Slaughter,Vietnam," 4,777 ",2019
Air,Feb,NSW,Sydney,Cattle,Breeder,Japan, 183 ,2019
Air,Feb,VIC,Melbourne,Cattle,Breeder,Japan, 186 ,2019
Air,Feb,VIC,Melbourne,Cattle,Breeder,Taiwan, 339 ,2019
Air,Feb,NSW,Sydney,Goats,Slaughter,Malaysia, 200 ,2019
Sea,Feb,VIC,Portland,Cattle,Breeder,China," 6,386 ",2019
Sea,Feb,WA,Fremantle,Cattle,Feeder,Vietnam," 3,057 ",2019
Sea,Feb,WA,Geraldton,Cattle,Feeder,Vietnam," 1,845 ",2019
Sea,Feb,QLD,Townsville,Cattle,Feeder,Indonesia," 9,741 ",2019
Sea,Feb,WA,Fremantle,Sheep,Breeder,Russia," 9,073 ",2019
Sea,Feb,NT,Darwin,Buffalo,Feeder,Malaysia, 420 ,2019
Sea,Feb,NT,Darwin,Cattle,Feeder,Malaysia," 1,959 ",2019
Sea,Feb,WA,Fremantle,Sheep,Slaughter,Qatar," 39,699 ",2019
Air,Feb,SA,Adelaide,Goats,Slaughter,Malaysia, 438 ,2019
Air,Feb,SA,Adelaide,Sheep,Slaughter,Malaysia, 755 ,2019
Sea,Mar,NT,Darwin,Cattle,Feeder,Indonesia," 16,976 ",2019
Sea,Mar,QLD,Alma,Cattle,Slaughter,Vietnam," 4,170 ",2019
Air,Mar,NSW,Sydney,Cattle,Breeder,Malaysia, 449 ,2019
Air,Mar,NSW,Sydney,Goats,Breeder,Nepal, 91 ,2019
Air,Mar,NSW,Sydney,Sheep,Slaughter,Malaysia, 647 ,2019
Sea,Mar,QLD,Brisbane,Cattle,Feeder,Japan, 90 ,2019
Sea,Mar,QLD,Brisbane,Cattle,Feeder,Japan, 390 ,2019
Sea,Mar,QLD,Brisbane,Cattle,Feeder,Japan, 990 ,2019
Air,Mar,VIC,Melbourne,Cattle,Breeder,Thailand, 231 ,2019
Sea,Mar,QLD,Townsville,Cattle,Feeder,Indonesia," 19,433 ",2019
Sea,Mar,QLD,Townsville,Cattle,Slaughter,Vietnam," 9,083 ",2019
Sea,Mar,WA,Fremantle,Cattle,Slaughter,China," 2,772 ",2019
Sea,Mar,VIC,Portland,Cattle,Breeder,China," 8,400 ",2019
Sea,Mar,QLD,Alma,Cattle,Feeder,Indonesia," 11,886 ",2019
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia," 1,344 ",2019
Sea,Mar,WA,Fremantle,Sheep,Slaughter,Jordan," 46,644 ",2019
Sea,Mar,WA,Fremantle,Cattle,Slaughter,Jordan, 295 ,2019
Sea,Mar,WA,Fremantle,Sheep,Feeder,Israel," 7,000 ",2019
Sea,Mar,WA,Fremantle,Cattle,Feeder,Israel," 6,494 ",2019
Sea,Mar,WA,Fremantle,Cattle,Slaughter,Vietnam," 1,229 ",2019
Air,Mar,WA,Perth,Cattle,Breeder,Japan, 298 ,2019
Sea,Mar,NT,Darwin,Buffalo,Slaughter,Brunei Darussalam, 70 ,2019
Sea,Mar,NT,Darwin,Cattle,Slaughter,Brunei Darussalam, 961 ,2019
Sea,Mar,WA,Fremantle,Cattle,Slaughter,Qatar, 204 ,2019
Sea,Mar,WA,Fremantle,Sheep,Slaughter,Qatar," 40,000 ",2019
Sea,Mar,WA,Fremantle,Sheep,Slaughter,Kuwait," 30,250 ",2019
Sea,Mar,WA,Wyndham,Buffalo,Feeder,Indonesia, 395 ,2019
Sea,Mar,WA,Wyndham,Cattle,Feeder,Indonesia," 2,445 ",2019
Air,Mar,NSW,Sydney,Goats,Slaughter,Malaysia, 200 ,2019
Air,Mar,NSW,Sydney,Sheep,Slaughter,Malaysia, 529 ,2019
Air,Mar,VIC,Melbourne,Cattle,Breeder,Kazakhstan, 337 ,2019
Sea,Mar,WA,Broome,Cattle,Feeder,Indonesia," 7,849 ",2019
Air,Mar,VIC,Melbourne,Cattle,Breeder,Japan, 345 ,2019
Air,Mar,VIC,Melbourne,Cattle,Breeder,Taiwan, 224 ,2019
Air,Mar,SA,Adelaide,Goats,Slaughter,Malaysia, 876 ,2019
Air,Mar,SA,Adelaide,Sheep,Slaughter,Malaysia, 380 ,2019
Sea,Mar,NT,Darwin,Cattle,Slaughter,Vietnam," 2,427 ",2019
Air,Jan,VIC,Melbourne,Cattle,Breeder,Indonesia, 218 ,2019
Air,Apr,NSW,Sydney,Alpacas,Breeder,South Korea, 24 ,2019
Sea,Apr,NT,Darwin,Buffalo,Feeder,Malaysia, 320 ,2019
Sea,Apr,NT,Darwin,Buffalo,Slaughter,Vietnam, 151 ,2019
Sea,Apr,NT,Darwin,Buffalo,Feeder,Indonesia, 28 ,2019
Sea,Apr,VIC,Portland,Cattle,Breeder,China," 18,279 ",2019
Air,Apr,NSW,Sydney,Cattle,Breeder,Indonesia, 195 ,2019
Sea,Apr,VIC,Portland,Cattle,Breeder,Indonesia," 1,294 ",2019
Air,Apr,VIC,Melbourne,Cattle,Breeder,Kazakhstan, 735 ,2019
Air,Apr,NSW,Sydney,Cattle,Breeder,Malaysia, 511 ,2019
Sea,Apr,VIC,Portland,Cattle,Breeder,Russia," 3,112 ",2019
Air,Apr,VIC,Melbourne,Cattle,Breeder,Thailand, 28 ,2019
Sea,Apr,WA,Broome,Cattle,Breeder,Vietnam, 100 ,2019
Sea,Apr,WA,Broome,Cattle,Feeder,Indonesia," 12,929 ",2019
Sea,Apr,NT,Darwin,Cattle,Feeder,Indonesia," 19,928 ",2019
Sea,Apr,QLD,Brisbane,Cattle,Feeder,Japan," 1,410 ",2019
Sea,Apr,NT,Darwin,Cattle,Feeder,Malaysia," 2,098 ",2019
Sea,Apr,NT,Darwin,Cattle,Feeder,Philippines," 2,798 ",2019
Sea,Apr,NT,Darwin,Cattle,Feeder,Vietnam," 3,024 ",2019
Sea,Apr,WA,Broome,Cattle,Feeder,Vietnam," 9,117 ",2019
Sea,Apr,QLD,Townsville,Cattle,Slaughter,Vietnam," 8,582 ",2019
Sea,Apr,NT,Darwin,Cattle,Slaughter,Vietnam," 2,532 ",2019
Sea,Apr,WA,Fremantle,Cattle,Slaughter,United Arab Emirates, 32 ,2019
Sea,Apr,WA,Fremantle,Cattle,Slaughter,Qatar, 508 ,2019
Air,Apr,SA,Adelaide,Cattle,Slaughter,Malaysia, 10 ,2019
Sea,Apr,WA,Broome,Cattle,Slaughter,Malaysia," 2,898 ",2019
Sea,Apr,WA,Fremantle,Cattle,Slaughter,Malaysia," 1,402 ",2019
Sea,Apr,WA,Fremantle,Cattle,Slaughter,Kuwait, 222 ,2019
Sea,Apr,WA,Fremantle,Cattle,Slaughter,Indonesia," 2,170 ",2019
Air,Apr,NSW,Sydney,Goats,Breeder,Russia, 16 ,2019
Air,Apr,SA,Adelaide,Goats,Slaughter,Malaysia, 125 ,2019
Air,Apr,VIC,Melbourne,Goats,Breeder,China," 1,503 ",2019
Air,Apr,VIC,Melbourne,Goats,Breeder,Kazakhstan, 25 ,2019
Air,Apr,VIC,Melbourne,Goats,Breeder,Sri Lanka, 100 ,2019
Air,Apr,VIC,Melbourne,Goats,Breeder,Nepal, 62 ,2019
Air,Apr,VIC,Melbourne,Sheep,Breeder,Kazakhstan, 75 ,2019
Air,Apr,VIC,Melbourne,Sheep,Breeder,New Zealand, 47 ,2019
Sea,Apr,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 19,000 ",2019
Sea,Apr,WA,Fremantle,Sheep,Slaughter,Kuwait," 48,110 ",2019
Sea,Apr,WA,Fremantle,Sheep,Slaughter,Malaysia," 4,997 ",2019
Air,Apr,WA,Perth,Sheep,Slaughter,Malaysia," 1,445 ",2019
Air,Apr,SA,Adelaide,Sheep,Slaughter,Malaysia," 1,038 ",2019
Sea,Apr,WA,Fremantle,Sheep,Slaughter,Qatar," 65,000 ",2019
Air,May,NSW,Sydney,Alpacas,Breeder,South Korea, 12 ,2019
Sea,May,NT,Darwin,Buffalo,Feeder,Indonesia, 142 ,2019
Air,May,NSW,Sydney,Goats,Slaughter,Malaysia, 180 ,2019
Air,May,SA,Adelaide,Goats,Slaughter,Malaysia, 391 ,2019
Air,May,VIC,Melbourne,Goats,Breeder,Thailand, 43 ,2019
Air,May,NSW,Sydney,Goats,Breeder,Nepal, 30 ,2019
Sea,May,VIC,Portland,Cattle,Breeder,China," 9,002 ",2019
Sea,May,VIC,Geelong,Cattle,Breeder,China," 3,545 ",2019
Air,May,VIC,Melbourne,Cattle,Breeder,China, 339 ,2019
Sea,May,QLD,Townsville,Cattle,Breeder,Indonesia, 114 ,2019
Air,May,WA,Perth,Cattle,Breeder,Japan, 271 ,2019
Air,May,NSW,Sydney,Cattle,Breeder,Japan, 345 ,2019
Air,May,VIC,Melbourne,Cattle,Breeder,Kazakhstan, 644 ,2019
Air,May,NSW,Sydney,Cattle,Breeder,Malaysia, 251 ,2019
Sea,May,WA,Fremantle,Cattle,Breeder,Russia," 1,135 ",2019
Sea,May,VIC,Portland,Cattle,Breeder,Russia," 2,518 ",2019
Sea,May,NT,Darwin,Cattle,Breeder,Sarawak, 30 ,2019
Sea,May,VIC,Portland,Cattle,Feeder,Israel," 6,285 ",2019
Sea,May,QLD,Alma,Cattle,Feeder,Vietnam," 3,944 ",2019
Sea,May,WA,Wyndham,Cattle,Feeder,Indonesia," 2,639 ",2019
Sea,May,WA,Broome,Cattle,Feeder,Indonesia," 11,154 ",2019
Sea,May,WA,Fremantle,Cattle,Feeder,Israel," 8,152 ",2019
Sea,May,QLD,Townsville,Cattle,Feeder,Indonesia," 16,817 ",2019
Sea,May,QLD,Brisbane,Cattle,Feeder,Japan," 1,440 ",2019
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 32,288 ",2019
Sea,May,NT,Darwin,Cattle,Feeder,Philippines," 1,499 ",2019
Sea,May,NT,Darwin,Cattle,Productive,Indonesia, 75 ,2019
Sea,May,NT,Darwin,Cattle,Slaughter,Brunei Darussalam, 997 ,2019
Sea,May,WA,Fremantle,Cattle,Slaughter,China," 1,832 ",2019
Sea,May,NT,Darwin,Cattle,Slaughter,Sarawak," 1,197 ",2019
Sea,May,NT,Darwin,Cattle,Slaughter,Vietnam," 1,299 ",2019
Air,May,SA,Adelaide,Cattle,Slaughter,Malaysia, 24 ,2019
Sea,May,QLD,Townsville,Cattle,Slaughter,Vietnam," 15,523 ",2019
Sea,May,WA,Fremantle,Cattle,Slaughter,Kuwait, 250 ,2019
Sea,May,WA,Fremantle,Cattle,Slaughter,Kuwait, 72 ,2019
Sea,May,WA,Fremantle,Cattle,Slaughter,United Arab Emirates, 287 ,2019
Sea,May,WA,Fremantle,Sheep,Feeder,Israel," 10,000 ",2019
Sea,May,WA,Fremantle,Sheep,Slaughter,Jordan," 38,610 ",2019
Air,May,VIC,Melbourne,Sheep,Breeder,Thailand, 2 ,2019
Sea,May,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 25,000 ",2019
Sea,May,WA,Fremantle,Sheep,Slaughter,Kuwait," 90,483 ",2019
Air,May,NSW,Sydney,Sheep,Slaughter,Malaysia, 449 ,2019
Air,May,SA,Adelaide,Sheep,Slaughter,Malaysia," 1,850 ",2019
Air,May,WA,Perth,Sheep,Slaughter,Malaysia," 1,450 ",2019
Sea,May,NT,Darwin,Cattle,Slaughter,Vietnam," 2,220 ",2019
Sea,Jun,QLD,Alma,Cattle,Slaughter,Vietnam," 3,941 ",2019
Air,Jun,SA,Adelaide,Sheep,Slaughter,Malaysia," 3,520 ",2019
Sea,Jun,QLD,Townsville,Cattle,Slaughter,Vietnam," 14,696 ",2019
Air,Jun,VIC,Melbourne,Cattle,Breeder,Kazakhstan, 755 ,2019
Sea,Jun,QLD,Townsville,Cattle,Feeder,Indonesia," 14,831 ",2019
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 25,444 ",2019
Sea,Jun,NT,Darwin,Buffalo,Feeder,Indonesia, 294 ,2019
Sea,Jun,NT,Darwin,Cattle,Slaughter,Vietnam," 2,643 ",2019
Sea,Jun,WA,Wyndham,Cattle,Feeder,Indonesia," 5,377 ",2019
Sea,Jun,NT,Darwin,Cattle,Feeder,Philippines," 3,984 ",2019
Sea,Jun,VIC,Portland,Cattle,Breeder,China," 9,205 ",2019
Sea,Jun,WA,Fremantle,Cattle,Feeder,Israel," 5,173 ",2019
Air,Jun,WA,Perth,Cattle,Breeder,Japan, 263 ,2019
Sea,Jun,WA,Broome,Cattle,Slaughter,Vietnam," 3,026 ",2019
Air,Jun,NSW,Sydney,Alpacas,Breeder,South Korea, 8 ,2019
Air,Jun,NSW,Sydney,Cattle,Breeder,Taiwan, 184 ,2019
Air,Jun,SA,Adelaide,Cattle,Breeder,Malaysia, 42 ,2019
Air,Jun,NSW,Sydney,Alpacas,Breeder,Sabah, 4 ,2019
Sea,Jun,WA,Wyndham,Buffalo,Feeder,Indonesia, 164 ,2019
Air,Jun,VIC,Melbourne,Goats,Breeder,Nepal, 30 ,2019
Sea,Jun,WA,Broome,Cattle,Slaughter,Malaysia," 2,079 ",2019
Air,Jun,NSW,Sydney,Cattle,Breeder,Philippines, 54 ,2019
Sea,Jun,NT,Darwin,Buffalo,Slaughter,Vietnam, 180 ,2019
Sea,Jun,NT,Darwin,Buffalo,Feeder,Malaysia, 187 ,2019
Sea,Jun,NT,Darwin,Cattle,Feeder,Malaysia," 2,581 ",2019
Sea,Jun,NT,Darwin,Cattle,Feeder,Vietnam," 2,339 ",2019
Sea,Jun,WA,Fremantle,Cattle,Slaughter,China," 2,303 ",2019
Sea,Jun,WA,Broome,Cattle,Feeder,Indonesia," 13,942 ",2019
Sea,Jul,NT,Darwin,Buffalo,Slaughter,Vietnam, 209 ,2019
Sea,Jul,NT,Darwin,Buffalo,Slaughter,Brunei Darussalam, 508 ,2019
Sea,Jul,NT,Darwin,Cattle,Slaughter,Brunei Darussalam," 1,504 ",2019
Sea,Jul,NT,Darwin,Cattle,Feeder,Indonesia," 50,386 ",2019
Sea,Jul,NT,Darwin,Cattle,Productive,Indonesia, 50 ,2019
Sea,Jul,NT,Darwin,Cattle,Feeder,Philippines," 1,626 ",2019
Sea,Jul,NT,Darwin,Cattle,Breeder,Sarawak," 1,000 ",2019
Sea,Jul,NT,Darwin,Cattle,Feeder,Vietnam," 1,852 ",2019
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam," 4,500 ",2019
Sea,Jul,QLD,Alma,Cattle,Slaughter,Vietnam," 4,018 ",2019
Sea,Jul,QLD,Brisbane,Cattle,Feeder,Japan," 1,500 ",2019
Sea,Jul,QLD,Townsville,Cattle,Feeder,Indonesia," 12,070 ",2019
Sea,Jul,QLD,Townsville,Cattle,Slaughter,Indonesia," 9,617 ",2019
Sea,Jul,VIC,Geelong,Cattle,Breeder,China," 3,449 ",2019
Sea,Jul,VIC,Portland,Cattle,Breeder,China," 8,050 ",2019
Sea,Jul,WA,Broome,Cattle,Feeder,Indonesia," 7,423 ",2019
Sea,Jul,WA,Broome,Cattle,Productive,Indonesia, 287 ,2019
Sea,Jul,WA,Broome,Cattle,Feeder,Vietnam," 2,729 ",2019
Air,Jul,NSW,Sydney,Goats,Breeder,Nepal, 57 ,2019
Air,Jul,NSW,Sydney,Sheep,Breeder,Indonesia, 18 ,2019
Air,Jul,VIC,Melbourne,Cattle,Breeder,Japan, 327 ,2019
Air,Jul,VIC,Melbourne,Goats,Breeder,China," 1,165 ",2019
Air,Jul,VIC,Melbourne,Goats,Breeder,Nepal, 56 ,2019
Sea,Jul,NT,Darwin,Buffalo,Feeder,Indonesia, 227 ,2019
Air,Aug,NSW,Sydney,Alpacas,Breeder,South Korea, 12 ,2019
Air,Aug,NSW,Sydney,Goats,Breeder,Malaysia, 56 ,2019
Air,Aug,NSW,Sydney,Goats,Breeder,Philippines, 21 ,2019
Air,Aug,SA,Adelaide,Cattle,Slaughter,Malaysia, 10 ,2019
Air,Aug,SA,Adelaide,Goats,Slaughter,Malaysia, 114 ,2019
Air,Aug,SA,Adelaide,Sheep,Slaughter,Malaysia, 925 ,2019
Air,Aug,SA,Adelaide,Sheep,Breeder,Malaysia, 256 ,2019
Air,Aug,VIC,Melbourne,Alpacas,Breeder,Taiwan, 12 ,2019
Air,Aug,VIC,Melbourne,Goats,Breeder,Nepal, 28 ,2019
Air,Aug,WA,Perth,Goats,Slaughter,Malaysia, 153 ,2019
Air,Aug,WA,Perth,Sheep,Slaughter,Malaysia," 1,175 ",2019
Air,Aug,WA,Perth,Sheep,Slaughter,Singapore," 3,924 ",2019
Sea,Aug,NT,Darwin,Buffalo,Slaughter,Vietnam, 809 ,2019
Sea,Aug,NT,Darwin,Buffalo,Feeder,Indonesia, 779 ,2019
Sea,Aug,NT,Darwin,Cattle,Feeder,Indonesia," 24,568 ",2019
Sea,Aug,NT,Darwin,Cattle,Feeder,Philippines," 2,875 ",2019
Sea,Aug,NT,Darwin,Cattle,Slaughter,Vietnam," 5,954 ",2019
Sea,Aug,QLD,Alma,Cattle,Slaughter,Vietnam," 4,145 ",2019
Sea,Aug,QLD,Brisbane,Cattle,Feeder,Japan," 1,470 ",2019
Sea,Aug,QLD,Townsville,Cattle,Slaughter,Vietnam," 10,853 ",2019
Sea,Aug,QLD,Townsville,Cattle,Feeder,Indonesia," 28,342 ",2019
Sea,Aug,QLD,Townsville,Cattle,Feeder,Thailand," 1,669 ",2019
Sea,Aug,WA,Broome,Cattle,Feeder,Vietnam," 2,525 ",2019
Sea,Aug,WA,Broome,Cattle,Feeder,Indonesia," 18,713 ",2019
Sea,Aug,WA,Fremantle,Cattle,Slaughter,China," 1,812 ",2019
Sea,Aug,VIC,Geelong,Cattle,Breeder,Indonesia," 1,600 ",2019
Sea,Aug,VIC,Portland,Cattle,Breeder,China," 3,942 ",2019
Air,Sep,NSW,Sydney,Cattle,Breeder,Malaysia, 147 ,2019
Air,Sep,NSW,Sydney,Goats,Breeder,Sabah," 1,562 ",2019
Air,Sep,SA,Adelaide,Sheep,Breeder,Malaysia," 1,074 ",2019
Air,Sep,SA,Adelaide,Sheep,Slaughter,Malaysia," 1,358 ",2019
Air,Sep,VIC,Melbourne,Cattle,Breeder,Japan, 658 ,2019
Air,Sep,VIC,Melbourne,Cattle,Breeder,Philippines, 235 ,2019
Air,Sep,VIC,Melbourne,Cattle,Breeder,Thailand, 12 ,2019
Air,Sep,WA,Perth,Sheep,Slaughter,Malaysia," 2,532 ",2019
Air,Sep,WA,Perth,Goats,Slaughter,Malaysia, 420 ,2019
Air,Sep,WA,Perth,Alpacas,Breeder,Hong Kong, 4 ,2019
Sea,Sep,NT,Darwin,Buffalo,Slaughter,Vietnam, 305 ,2019
Sea,Sep,NT,Darwin,Buffalo,Feeder,Indonesia, 350 ,2019
Sea,Sep,NT,Darwin,Cattle,Feeder,Vietnam," 1,778 ",2019
Sea,Sep,NT,Darwin,Cattle,Feeder,Indonesia," 13,994 ",2019
Sea,Sep,QLD,Townsville,Cattle,Slaughter,Vietnam," 24,941 ",2019
Sea,Sep,QLD,Townsville,Cattle,Feeder,Indonesia," 16,319 ",2019
Sea,Sep,QLD,Brisbane,Cattle,Feeder,Japan," 1,500 ",2019
Sea,Sep,WA,Broome,Cattle,Feeder,Indonesia," 10,185 ",2019
Sea,Sep,WA,Broome,Cattle,Productive,Indonesia, 147 ,2019
Sea,Sep,WA,Broome,Cattle,Slaughter,Indonesia, 889 ,2019
Sea,Sep,WA,Fremantle,Cattle,Feeder,Israel," 5,990 ",2019
Sea,Sep,WA,Fremantle,Cattle,Feeder,Vietnam, 921 ,2019
Sea,Sep,WA,Fremantle,Cattle,Feeder,Kuwait, 72 ,2019
Sea,Sep,WA,Fremantle,Cattle,Feeder,United Arab Emirates, 95 ,2019
Sea,Sep,WA,Fremantle,Cattle,Feeder,Qatar, 300 ,2019
Sea,Sep,WA,Fremantle,Sheep,Slaughter,Kuwait," 24,390 ",2019
Sea,Sep,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 15,000 ",2019
Sea,Sep,WA,Fremantle,Sheep,Slaughter,Qatar," 15,000 ",2019
Sea,Sep,WA,Geraldton,Cattle,Slaughter,China," 1,742 ",2019
Sea,Sep,WA,Port Hedland,Cattle,Feeder,Indonesia," 2,895 ",2019
Sea,Sep,WA,Wyndham,Cattle,Feeder,Indonesia," 2,778 ",2019
Sea,Sep,VIC,Portland,Cattle,Breeder,China," 16,263 ",2019
Sea,Sep,WA,Broome,Cattle,Slaughter,Malaysia," 1,887 ",2019
Sea,Sep,QLD,Alma,Cattle,Slaughter,Vietnam," 4,027 ",2019
Air,Oct,NSW,Sydney,Goats,Breeder,Russia, 5 ,2019
Air,Oct,NSW,Sydney,Goats,Breeder,Philippines, 692 ,2019
Air,Oct,NSW,Sydney,Goats,Breeder,Indonesia, 55 ,2019
Air,Oct,NSW,Sydney,Goats,Breeder,Thailand, 23 ,2019
Air,Oct,SA,Adelaide,Goats,Slaughter,Malaysia, 150 ,2019
Air,Oct,NSW,Sydney,Sheep,Breeder,Russia, 10 ,2019
Air,Oct,NSW,Sydney,Sheep,Breeder,Philippines, 433 ,2019
Air,Oct,NSW,Sydney,Sheep,Slaughter,Malaysia, 580 ,2019
Air,Oct,NSW,Sydney,Cattle,Breeder,Malaysia, 256 ,2019
Air,Oct,NSW,Sydney,Cattle,Breeder,Philippines, 10 ,2019
